"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","PlotYearFuncCover","PlotYearDominatingFG","ShrubCover","GraminoidCover","ForbCover","DominatingFG","PlotShrubMean","PlotForbMean","PlotGraminoidMean","AnnualRichness","MeanRichness","Richness","Duration"
"2671","TOOLIK:IMNAVAIT:70:1995","TOOLIK:IMNAVAIT:70","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","70",1995,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",29.2307692307692,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",50.7692307692308,"Graminoid-Dominated",49.2307692307692,50.7692307692308,0,"Graminoid-Dominated",48.8054013569477,0.617283950617284,50.577314692435,9,9,9,18
"2672","TOOLIK:IMNAVAIT:70:2001","TOOLIK:IMNAVAIT:70","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","70",2001,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",16.0493827160494,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",44.4444444444444,"None",44.4444444444444,53.0864197530864,2.46913580246914,"Graminoid-Dominated",48.8054013569477,0.617283950617284,50.577314692435,10,9,10,18
"2673","TOOLIK:IMNAVAIT:70:2007","TOOLIK:IMNAVAIT:70","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","70",2007,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",29.8969072164948,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Graminoid",48.4536082474227,"None",51.5463917525773,48.4536082474227,0,"Shrub-Dominated",48.8054013569477,0.617283950617284,50.577314692435,9,9,9,18
"2674","TOOLIK:IMNAVAIT:71:1989","TOOLIK:IMNAVAIT:71","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","71",1989,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",13.2075471698113,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",60.377358490566,"Shrub-Dominated",60.377358490566,30.188679245283,9.43396226415094,"Shrub-Dominated",56.5686451633544,9.11820302177687,34.3131518148687,8,8,8,18
"2675","TOOLIK:IMNAVAIT:71:1995","TOOLIK:IMNAVAIT:71","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","71",1995,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",14.7540983606557,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",68.8524590163934,"Shrub-Dominated",68.8524590163934,26.2295081967213,4.91803278688525,"Shrub-Dominated",56.5686451633544,9.11820302177687,34.3131518148687,8,8,8,18
"2676","TOOLIK:IMNAVAIT:71:2001","TOOLIK:IMNAVAIT:71","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","71",2001,"LIVE","NONWOOD","pf_topbot_XY","Saxifraga punctata","Saxifraga","FORB","Saxifraga punctata","CTL",1.69491525423729,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Forb",11.864406779661,"None",45.7627118644068,42.3728813559322,11.864406779661,"None",56.5686451633544,9.11820302177687,34.3131518148687,10,8,10,18
"2677","TOOLIK:IMNAVAIT:71:2007","TOOLIK:IMNAVAIT:71","TOOLIK:IMNAVAIT","TOOLIK","IMNAVAIT","71",2007,"LIVE","WOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",17.9487179487179,"MOIST",68.62,-149.28,899,"LOW","1","Arctic",68.5,-149,"_68.5_-149","North America-West","Point-framing (XY)","Shrub",51.2820512820513,"Shrub-Dominated",51.2820512820513,38.4615384615385,10.2564102564103,"Shrub-Dominated",56.5686451633544,9.11820302177687,34.3131518148687,8,8,8,18
"2678","TOOLIK:MOIST:13:1994","TOOLIK:MOIST:13","TOOLIK:MOIST","TOOLIK","MOIST","13",1994,"LIVE","NONWOOD","pf_topbot_XY","Ledum decumbens","Ledum","SEVER","Ledum decumbens","CTL",22.8571428571429,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",65.7142857142857,"Shrub-Dominated",65.7142857142857,31.4285714285714,2.85714285714286,"Shrub-Dominated",50.4305941027784,2.3943162878415,47.1750896093801,10,10,10,14
"2679","TOOLIK:MOIST:13:1996","TOOLIK:MOIST:13","TOOLIK:MOIST","TOOLIK","MOIST","13",1996,"LIVE","NONWOOD","pf_topbot_XY","Andromeda polifolia","Andromeda","SEVER","Andromeda polifolia","CTL",6.77966101694915,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",69.4915254237288,"Shrub-Dominated",69.4915254237288,28.8135593220339,1.69491525423729,"Shrub-Dominated",50.4305941027784,2.3943162878415,47.1750896093801,10,10,10,14
"2680","TOOLIK:MOIST:13:1998","TOOLIK:MOIST:13","TOOLIK:MOIST","TOOLIK","MOIST","13",1998,"LIVE","WOOD","pf_topbot_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",7.8125,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",50,"None",50,46.875,3.125,"None",50.4305941027784,2.3943162878415,47.1750896093801,10,10,10,14
"2681","TOOLIK:MOIST:13:2000","TOOLIK:MOIST:13","TOOLIK:MOIST","TOOLIK","MOIST","13",2000,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",58.5365853658537,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",60.9756097560976,"Graminoid-Dominated",35.3658536585366,60.9756097560976,3.65853658536585,"Graminoid-Dominated",50.4305941027784,2.3943162878415,47.1750896093801,10,10,10,14
"2682","TOOLIK:MOIST:13:2002","TOOLIK:MOIST:13","TOOLIK:MOIST","TOOLIK","MOIST","13",2002,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",67.1232876712329,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",68.4931506849315,"Graminoid-Dominated",31.5068493150685,68.4931506849315,0,"Graminoid-Dominated",50.4305941027784,2.3943162878415,47.1750896093801,8,10,8,14
"2683","TOOLIK:MOIST:13:2008","TOOLIK:MOIST:13","TOOLIK:MOIST","TOOLIK","MOIST","13",2008,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",10.1010101010101,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",50.5050505050505,"Shrub-Dominated",50.5050505050505,46.4646464646465,3.03030303030303,"Shrub-Dominated",50.4305941027784,2.3943162878415,47.1750896093801,11,10,11,14
"2684","TOOLIK:MOIST:17:1994","TOOLIK:MOIST:17","TOOLIK:MOIST","TOOLIK","MOIST","17",1994,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",17.9775280898876,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",19.1011235955056,"None",71.9101123595506,19.1011235955056,8.98876404494382,"Shrub-Dominated",54.3687188111339,3.41092563067066,42.2203555581954,11,9,11,14
"2685","TOOLIK:MOIST:17:1996","TOOLIK:MOIST:17","TOOLIK:MOIST","TOOLIK","MOIST","17",1996,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",20.5479452054795,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",28.7671232876712,"None",71.2328767123288,28.7671232876712,0,"Shrub-Dominated",54.3687188111339,3.41092563067066,42.2203555581954,7,9,7,14
"2686","TOOLIK:MOIST:17:1998","TOOLIK:MOIST:17","TOOLIK:MOIST","TOOLIK","MOIST","17",1998,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",41.8604651162791,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",46.5116279069767,"None",50,46.5116279069767,3.48837209302326,"None",54.3687188111339,3.41092563067066,42.2203555581954,9,9,9,14
"2687","TOOLIK:MOIST:17:2002","TOOLIK:MOIST:17","TOOLIK:MOIST","TOOLIK","MOIST","17",2002,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",56.578947368421,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",60.5263157894737,"Graminoid-Dominated",39.4736842105263,60.5263157894737,0,"Graminoid-Dominated",54.3687188111339,3.41092563067066,42.2203555581954,7,9,7,14
"2688","TOOLIK:MOIST:17:2008","TOOLIK:MOIST:17","TOOLIK:MOIST","TOOLIK","MOIST","17",2008,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",34.2105263157895,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",42.1052631578947,"None",50.8771929824561,42.1052631578947,7.01754385964912,"Shrub-Dominated",54.3687188111339,3.41092563067066,42.2203555581954,11,9,11,14
"2689","TOOLIK:MOIST:18:1994","TOOLIK:MOIST:18","TOOLIK:MOIST","TOOLIK","MOIST","18",1994,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",30.1587301587302,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",74.6031746031746,"Shrub-Dominated",74.6031746031746,19.047619047619,6.34920634920635,"Shrub-Dominated",62.7866335662388,4.51367686894003,32.6996895648211,8,9,8,14
"2690","TOOLIK:MOIST:18:1996","TOOLIK:MOIST:18","TOOLIK:MOIST","TOOLIK","MOIST","18",1996,"LIVE","NONWOOD","pf_topbot_XY","Ledum decumbens","Ledum","SEVER","Ledum decumbens","CTL",15,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",72.5,"Shrub-Dominated",72.5,20,7.5,"Shrub-Dominated",62.7866335662388,4.51367686894003,32.6996895648211,9,9,9,14
"2691","TOOLIK:MOIST:18:1998","TOOLIK:MOIST:18","TOOLIK:MOIST","TOOLIK","MOIST","18",1998,"LIVE","NONWOOD","pf_topbot_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",8,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",65.3333333333333,"Shrub-Dominated",65.3333333333333,32,2.66666666666667,"Shrub-Dominated",62.7866335662388,4.51367686894003,32.6996895648211,9,9,9,14
"2692","TOOLIK:MOIST:18:2000","TOOLIK:MOIST:18","TOOLIK:MOIST","TOOLIK","MOIST","18",2000,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",40.625,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",44.7916666666667,"None",51.0416666666667,44.7916666666667,4.16666666666667,"Shrub-Dominated",62.7866335662388,4.51367686894003,32.6996895648211,9,9,9,14
"2693","TOOLIK:MOIST:18:2002","TOOLIK:MOIST:18","TOOLIK:MOIST","TOOLIK","MOIST","18",2002,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",42.0454545454545,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",47.7272727272727,"None",51.1363636363636,47.7272727272727,1.13636363636364,"Shrub-Dominated",62.7866335662388,4.51367686894003,32.6996895648211,7,9,7,14
"2694","TOOLIK:MOIST:18:2008","TOOLIK:MOIST:18","TOOLIK:MOIST","TOOLIK","MOIST","18",2008,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",27.3684210526316,"MOIST",68.62,-149.61,720,"LOW","0.5625","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",32.6315789473684,"None",62.1052631578947,32.6315789473684,5.26315789473684,"Shrub-Dominated",62.7866335662388,4.51367686894003,32.6996895648211,10,9,10,14
"2695","TOOLIK:TUSSOCKGRID:1:1990","TOOLIK:TUSSOCKGRID:1","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","1",1990,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",9.09090909090909,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",43.1818181818182,"None",43.1818181818182,47.7272727272727,9.09090909090909,"None",54.3317793317793,5.59398331137462,40.074237356846,10,10,10,18
"2696","TOOLIK:TUSSOCKGRID:2:1990","TOOLIK:TUSSOCKGRID:2","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","2",1990,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",38.8888888888889,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",47.2222222222222,"None",50,47.2222222222222,2.77777777777778,"None",59.1008316008316,3.26697326697327,37.6321951321951,7,8,7,18
"2697","TOOLIK:TUSSOCKGRID:3:1990","TOOLIK:TUSSOCKGRID:3","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","3",1990,"LIVE","NONWOOD","pf_topbot_XY","Calamagrostis inexpansa","Calamagrostis","GRASS","Calamagrostis inexpansa","CTL",20,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",47.5,"None",47.5,47.5,5,"None",52.2944206446348,5.31436148510812,42.391217870257,8,8,8,18
"2698","TOOLIK:TUSSOCKGRID:4:1990","TOOLIK:TUSSOCKGRID:4","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","4",1990,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",43.4782608695652,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",44.9275362318841,"None",55.0724637681159,44.9275362318841,0,"Shrub-Dominated",65.3392011068642,0,34.6607988931358,6,6,6,18
"2699","TOOLIK:TUSSOCKGRID:5:1990","TOOLIK:TUSSOCKGRID:5","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","5",1990,"LIVE","NONWOOD","pf_topbot_XY","Salix pulchra","Salix","SDECI","Salix pulchra","CTL",10.5263157894737,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",52.6315789473684,"Shrub-Dominated",52.6315789473684,42.1052631578947,5.26315789473684,"Shrub-Dominated",52.3880900705372,3.31404691347719,44.2978630159856,8,8,8,18
"2700","TOOLIK:TUSSOCKGRID:6:1990","TOOLIK:TUSSOCKGRID:6","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","6",1990,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",20.3389830508475,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",66.1016949152542,"Graminoid-Dominated",30.5084745762712,66.1016949152542,3.38983050847458,"Graminoid-Dominated",27.8421064959725,3.39666298565463,68.7612305183729,8,10,8,18
"2701","TOOLIK:TUSSOCKGRID:7:1990","TOOLIK:TUSSOCKGRID:7","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","7",1990,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",14.4927536231884,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",36.231884057971,"None",62.3188405797101,36.231884057971,1.44927536231884,"Shrub-Dominated",58.1242026894201,2.12398310224397,39.751814208336,10,9,10,18
"2702","TOOLIK:TUSSOCKGRID:8:1990","TOOLIK:TUSSOCKGRID:8","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","8",1990,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",23.8095238095238,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",26.984126984127,"None",73.015873015873,26.984126984127,0,"Shrub-Dominated",58.0473879655115,0.500450405364828,41.4521616291237,6,8,6,18
"2703","TOOLIK:TUSSOCKGRID:9:1990","TOOLIK:TUSSOCKGRID:9","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","9",1990,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",6.15384615384615,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",58.4615384615385,"Shrub-Dominated",58.4615384615385,41.5384615384615,0,"Shrub-Dominated",61.8005116119806,1.68892380204242,36.510564585977,8,9,8,18
"2704","TOOLIK:TUSSOCKGRID:10:1990","TOOLIK:TUSSOCKGRID:10","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","10",1990,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",19.4444444444444,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",47.2222222222222,"None",47.2222222222222,52.7777777777778,0,"Graminoid-Dominated",45.8333333333333,3.7037037037037,50.462962962963,6,8,6,18
"2705","TOOLIK:TUSSOCKGRID:11:1990","TOOLIK:TUSSOCKGRID:11","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","11",1990,"LIVE","NONWOOD","pf_topbot_XY","Ledum decumbens","Ledum","SEVER","Ledum decumbens","CTL",21.5686274509804,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",64.7058823529412,"Shrub-Dominated",64.7058823529412,35.2941176470588,0,"Shrub-Dominated",42.1493573505957,0.263157894736842,57.5874847546674,6,7,6,18
"2706","TOOLIK:TUSSOCKGRID:12:1990","TOOLIK:TUSSOCKGRID:12","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","12",1990,"LIVE","NONWOOD","pf_topbot_XY","Vaccinium vitis-idaea","Vaccinium","SEVER","Vaccinium vitis-idaea","CTL",15.2777777777778,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",45.8333333333333,"None",45.8333333333333,51.3888888888889,2.77777777777778,"Graminoid-Dominated",56.4770299145299,1.76282051282051,41.7601495726496,9,8,9,18
"2707","TOOLIK:TUSSOCKGRID:13:1990","TOOLIK:TUSSOCKGRID:13","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","13",1990,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",12.5,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",37.5,"None",62.5,37.5,0,"Shrub-Dominated",57.4459402646779,0.789646852379908,41.7644128829422,6,8,6,18
"2708","TOOLIK:TUSSOCKGRID:14:1990","TOOLIK:TUSSOCKGRID:14","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","14",1990,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",29.4117647058824,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",44.1176470588235,"None",47.0588235294118,44.1176470588235,8.82352941176471,"None",55.0941154312747,9.37463647291481,35.5312480958105,9,10,9,18
"2709","TOOLIK:TUSSOCKGRID:15:1990","TOOLIK:TUSSOCKGRID:15","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","15",1990,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",16.9491525423729,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",59.3220338983051,"Shrub-Dominated",59.3220338983051,30.5084745762712,10.1694915254237,"Shrub-Dominated",46.3413262230178,8.65715102583705,45.0015227511452,11,10,11,18
"2710","TOOLIK:TUSSOCKGRID:16:1990","TOOLIK:TUSSOCKGRID:16","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","16",1990,"LIVE","NONWOOD","pf_topbot_XY","Eriophorum vaginatum","Eriophorum","SEDGE","Eriophorum vaginatum","CTL",26.0869565217391,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",34.7826086956522,"None",65.2173913043478,34.7826086956522,0,"Shrub-Dominated",61.336207642893,2.81440234397224,35.8493900131348,6,8,6,18
"2711","TOOLIK:TUSSOCKGRID:17:1990","TOOLIK:TUSSOCKGRID:17","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","17",1990,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",25.3968253968254,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",55.5555555555556,"Shrub-Dominated",55.5555555555556,42.8571428571429,1.58730158730159,"Shrub-Dominated",54.0211667234139,2.57923942474504,43.399593851841,9,9,9,18
"2712","TOOLIK:TUSSOCKGRID:18:1990","TOOLIK:TUSSOCKGRID:18","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","18",1990,"LIVE","NONWOOD","pf_topbot_XY","Betula nana","Betula","SDECI","Betula nana","CTL",29.5081967213115,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",77.0491803278689,"Shrub-Dominated",77.0491803278689,19.672131147541,3.27868852459016,"Shrub-Dominated",74.2568570381628,1.5772478887233,24.1658950731139,10,9,10,18
"2713","TOOLIK:TUSSOCKGRID:19:1990","TOOLIK:TUSSOCKGRID:19","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","19",1990,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",24,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",56,"Graminoid-Dominated",44,56,0,"Graminoid-Dominated",35.3741531165312,1.75558943089431,62.8702574525745,8,9,8,18
"2714","TOOLIK:TUSSOCKGRID:20:1990","TOOLIK:TUSSOCKGRID:20","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","20",1990,"LIVE","NONWOOD","pf_topbot_XY","Ledum decumbens","Ledum","SEVER","Ledum decumbens","CTL",23.0769230769231,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",57.6923076923077,"Shrub-Dominated",57.6923076923077,40.3846153846154,1.92307692307692,"Shrub-Dominated",55.2522462761824,1.77025988196201,42.9774938418555,7,6,7,18
"2715","TOOLIK:TUSSOCKGRID:21:1990","TOOLIK:TUSSOCKGRID:21","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","21",1990,"LIVE","NONWOOD","pf_topbot_XY","Ledum decumbens","Ledum","SEVER","Ledum decumbens","CTL",32.6923076923077,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Shrub",53.8461538461538,"Shrub-Dominated",53.8461538461538,46.1538461538462,0,"Shrub-Dominated",47.4853950397429,1.48378191856453,51.0308230416926,5,6,5,18
"2716","TOOLIK:TUSSOCKGRID:22:1990","TOOLIK:TUSSOCKGRID:22","TOOLIK:TUSSOCKGRID","TOOLIK","TUSSOCKGRID","22",1990,"LIVE","NONWOOD","pf_topbot_XY","Carex bigelowii","Carex","SEDGE","Carex bigelowii","CTL",40.3508771929825,"MOIST",68.62,-149.61,731,"LOW","1","Arctic",68.5,-149.5,"_68.5_-149.5","North America-West","Point-framing (XY)","Graminoid",42.1052631578947,"None",47.3684210526316,42.1052631578947,10.5263157894737,"None",53.5182497701715,11.1319303209618,35.3498199088667,11,14,11,18
